order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total,tax_rate
fc7f133c-6cd7-4473-a0de-ca69ff2ccafc,f21dc82c-8495-4be4-9c9d-a3c01b4f12f0,d1677852-2936-434e-bf0d-89c5c2fd7788,1,587.90,58.79,529.11,0.08
46f439b6-48d7-4d7d-bad1-07c78967ac2c,2facef50-5011-4657-a252-729fb917bfa2,249dd355-53ed-44cf-b805-b2020937fb63,4,429.85,0.00,1719.40,0.07
95a27cb4-92a0-4d5f-b603-4363540fb730,2facef50-5011-4657-a252-729fb917bfa2,298e9e88-db85-4419-907f-741f9ec1ff4d,3,89.22,0.00,267.66,0.08
747abf37-341d-44f5-879f-9e415606c0d5,2facef50-5011-4657-a252-729fb917bfa2,6f91557c-015f-41ca-adba-74c71888cdaa,3,125.47,12.55,338.76,0.08
3557cfe5-931a-48b1-aad4-b2676c9c5b9a,2facef50-5011-4657-a252-729fb917bfa2,cda9624b-ab61-479d-a13e-124c1dc0bc14,1,359.65,35.96,323.69,0.05
5b5ef3cb-8e09-4aa3-9e7a-efa1e2aefc22,b01aa397-5f44-4103-bb62-050397f684a1,210b345d-f5db-488b-87bc-8fa9777a68a3,4,192.76,0.00,771.04,0.07
d8381987-479e-465a-9bd6-b68071ede259,b01aa397-5f44-4103-bb62-050397f684a1,f1aa186b-a67d-43e9-bc49-891e182950e7,2,27.50,2.75,49.50,0.05
8a24525e-79ad-4125-9f33-f5e465b67264,b01aa397-5f44-4103-bb62-050397f684a1,1d030984-df0b-4ea5-8c80-c953951f16eb,2,414.60,0.00,829.20,0.08
ed9b04e0-6893-445a-bb86-41bc5f4ec496,b01aa397-5f44-4103-bb62-050397f684a1,552a4b9a-6a87-43a4-8982-4b38447f8734,4,13.43,0.00,53.72,0.08
d67cb8ee-4cb2-4b23-9225-0821dc4b95fb,4747d53b-f42e-4eb6-b81c-dbba8ba64ea9,b67d92be-c98c-4c4d-be90-cbdbd4adc926,3,533.44,0.00,1600.32,0.05
79d47a13-42f8-4230-a6c0-992f5bb0befc,4747d53b-f42e-4eb6-b81c-dbba8ba64ea9,4eb56b3a-1f0c-4d02-9bef-e3950f876b13,2,45.87,0.00,91.74,0.05
676b3732-6eba-4900-a95d-784ed6a09f13,4747d53b-f42e-4eb6-b81c-dbba8ba64ea9,dd8be7b9-8969-465a-bcc5-997e49c058f3,2,547.42,54.74,985.36,0.07
de199964-040f-4c6a-addc-94ecc8611cd4,4747d53b-f42e-4eb6-b81c-dbba8ba64ea9,23839188-3bd6-4a49-ac59-e1bad389fee2,1,268.27,0.00,268.27,0.05
6759a2d2-937e-4d21-9a8f-1593d477def3,11b9b0bb-eec0-48cd-bd21-1c0ede71ce19,90b31a8c-21af-4ed8-9ec5-41b2199a347e,3,224.06,0.00,672.18,0.07
a88385f7-68a8-4600-8763-e275527171cb,f2181e80-5dc6-4f37-99d1-d384f4914c26,23839188-3bd6-4a49-ac59-e1bad389fee2,1,268.27,0.00,268.27,0.07
ae5dd36a-e313-4177-ad8b-7d7d342bf653,f2181e80-5dc6-4f37-99d1-d384f4914c26,7f5c68e1-2c58-4698-b641-87097b30a5b8,4,367.99,0.00,1471.96,0.05
c9ecc11d-99ed-47f3-bed5-413d7e9f3b50,f7634fbe-4b83-44f9-a3aa-8a69e02cc32e,1a7dc23e-18a2-4db3-be73-abbd5abcc184,1,129.19,0.00,129.19,0.07
9b848bb8-76bc-45ea-9e4a-7fe623750fd9,f7634fbe-4b83-44f9-a3aa-8a69e02cc32e,349d8f17-f2b4-471d-ab4a-5ecf471c26a1,4,384.64,0.00,1538.56,0.05
5c575082-cc79-4251-8f8a-20cd38ebe880,fd8b99d2-398c-4974-9c48-1019e443cc39,464ef6e9-7124-47ac-8302-2922b58b6b6c,3,554.07,0.00,1662.21,0.05
c8493e79-e389-42d4-809e-554c7db24dcd,fd8b99d2-398c-4974-9c48-1019e443cc39,76a9e85d-ff07-4403-9728-6fc4129164e3,4,366.92,36.69,1320.92,0.07
7785bf6d-522e-49ff-8f76-847f8c07a1a1,fd8b99d2-398c-4974-9c48-1019e443cc39,4bc09e50-cacc-41d0-abb8-f0fb1368eb28,3,296.70,0.00,890.10,0.08
36365541-024c-4039-87ce-73ad3bead552,fd8b99d2-398c-4974-9c48-1019e443cc39,b008b8af-f561-459a-aaf2-c5774c72a33b,4,130.48,13.05,469.72,0.05
a73f5152-b81c-4308-b911-e49084a704b2,dec606ed-5e98-44e5-8b59-77c2ac3beaa1,f58a95a0-caf0-4cce-be1f-dc31ba7dff34,3,411.18,0.00,1233.54,0.05
7eb8df41-b860-4ca6-a676-8f8382e89215,dec606ed-5e98-44e5-8b59-77c2ac3beaa1,bbd4a89c-cc96-4dc6-baf8-41863904499a,3,192.22,0.00,576.66,0.05
1ca3c5e7-16f5-4d69-bed4-cd7906909db8,dec606ed-5e98-44e5-8b59-77c2ac3beaa1,c21dedeb-d4d7-48f6-85ed-b77d6bffe069,1,74.43,0.00,74.43,0.07
4cdfe892-6a50-4cf5-badf-2aabdfead132,dec606ed-5e98-44e5-8b59-77c2ac3beaa1,1ee979a8-6ada-40f2-9966-ff1d4108dcf1,1,201.32,0.00,201.32,0.05
8c529394-fd88-4e58-b8ab-5814e44222b0,0cd22037-97a6-4dca-bd02-b2a87b9dcf87,d6fcfc41-2dcd-45dd-aed4-6ec359a3f896,4,496.12,0.00,1984.48,0.07
8177de6d-0faa-4e80-9255-30c7eb4ec0ef,0cd22037-97a6-4dca-bd02-b2a87b9dcf87,cf8fde80-2aaa-4ec8-aebb-1cd51c14030e,2,395.86,0.00,791.72,0.07
bd21b63f-e540-4391-a1d4-1db2eb5cec31,0cd22037-97a6-4dca-bd02-b2a87b9dcf87,d1677852-2936-434e-bf0d-89c5c2fd7788,1,587.90,0.00,587.90,0.07
0a299ffa-0239-4c27-851c-63a83986f3a6,0cd22037-97a6-4dca-bd02-b2a87b9dcf87,66336fd9-3748-483f-b18e-7fda58d2e71d,1,51.29,5.13,46.16,0.05
8df47f63-a0d8-4e58-927a-409181526ce1,060fbf5b-4fb7-481a-8093-6bd4d54d398d,6421bc33-c930-4d11-9808-b3fa0b31ebcd,1,571.13,0.00,571.13,0.07
56d27a1e-1747-4fea-9a3c-3fd935cde060,45ad3d3a-18d7-4aa1-9c16-e1743aa06666,de5a6052-4ac8-4f33-a935-7b09eac3bf6b,1,593.89,0.00,593.89,0.08
63d0a1ef-1034-43d9-9dc7-0cf6b2d66505,45ad3d3a-18d7-4aa1-9c16-e1743aa06666,464ef6e9-7124-47ac-8302-2922b58b6b6c,1,554.07,0.00,554.07,0.05
177c4636-9b04-4fbd-a1d1-55a92104edba,45ad3d3a-18d7-4aa1-9c16-e1743aa06666,52b5f378-dc87-4cdb-ac37-543994c0fd4d,2,181.44,0.00,362.88,0.07
54970aed-ca90-43d8-bbee-1998015ab527,45ad3d3a-18d7-4aa1-9c16-e1743aa06666,1ee979a8-6ada-40f2-9966-ff1d4108dcf1,4,201.32,0.00,805.28,0.05
d7516ea0-a54f-453c-bb04-4084176c368a,f144389b-06e9-491c-a8b5-759ee2ea3691,bfa023bb-1326-499d-89d1-245a26c28dfe,2,299.41,0.00,598.82,0.08
e5d5f510-d467-4b03-a869-8b468b55f4e0,f144389b-06e9-491c-a8b5-759ee2ea3691,a8dfdc85-9dd7-4364-a931-0c1a177bcdc2,1,341.87,0.00,341.87,0.07
1493e1af-92ef-44e9-a8c0-80cde440436a,f144389b-06e9-491c-a8b5-759ee2ea3691,014df42f-ec76-444e-83fe-f67e23c9f6de,4,151.42,15.14,545.12,0.08
db7271c1-ca2b-4a8c-8f82-7f8cb2a4d390,37ff5321-9305-430b-85d3-ab597bcbd037,23839188-3bd6-4a49-ac59-e1bad389fee2,2,268.27,0.00,536.54,0.05
a58ecae5-e7da-4830-8746-a9ac2f0bb9fa,37ff5321-9305-430b-85d3-ab597bcbd037,90b31a8c-21af-4ed8-9ec5-41b2199a347e,1,224.06,0.00,224.06,0.05
79e4d887-0aaa-418b-b461-726a4141f567,c7c376a6-d13d-4995-818a-4dee4e4570bd,1a7dc23e-18a2-4db3-be73-abbd5abcc184,3,129.19,12.92,348.81,0.07
c8377dfb-db97-4620-9cb9-ee53d1f23017,c7c376a6-d13d-4995-818a-4dee4e4570bd,aaf41fdd-a510-4386-ba98-85ad6ab743f3,2,155.71,15.57,280.28,0.05
489f1de1-02ce-45d1-9512-268b52f5052b,68017770-7828-449a-9257-f0b0b4bed526,436648dd-eb8f-462c-97c9-2c3a3b4070df,4,197.59,19.76,711.32,0.07
db2c3546-4a18-4b43-8a37-19b53e39e1b5,68017770-7828-449a-9257-f0b0b4bed526,6f91557c-015f-41ca-adba-74c71888cdaa,1,125.47,0.00,125.47,0.07
1e8d5072-f585-4585-a535-0fbcbd0cf3a0,68017770-7828-449a-9257-f0b0b4bed526,ff99bdf0-b8f2-47ea-8774-734213e47949,2,467.75,0.00,935.50,0.07
1eb7399f-c9a0-4df7-b2b4-e5a5b69bb483,3d36caea-e50d-416c-a7f2-f1acd2e735d5,7b614e8a-56c6-4b40-9aff-5f99bc231a0f,4,43.87,4.39,157.92,0.05
59a529a9-fe4e-477e-9677-4e472d67f255,3d36caea-e50d-416c-a7f2-f1acd2e735d5,d6fcfc41-2dcd-45dd-aed4-6ec359a3f896,1,496.12,0.00,496.12,0.05
1909993d-4bab-4f48-acd3-4c86108d361d,3d36caea-e50d-416c-a7f2-f1acd2e735d5,1a7dc23e-18a2-4db3-be73-abbd5abcc184,1,129.19,0.00,129.19,0.05
b759a6f3-d86c-4729-9b45-a9fa061b8c6a,ab134d81-c58c-44a6-9585-9298a9abe4f3,3d703272-245c-4bdc-a424-069d304777b8,2,476.84,0.00,953.68,0.07
c2190432-8b3a-492a-b07a-744e59cb2360,ab134d81-c58c-44a6-9585-9298a9abe4f3,cd3d5d78-3a65-4cf3-9c02-565e7e18c10d,3,123.83,0.00,371.49,0.08
d50e4288-a134-4c06-8cf0-be744562abb9,ab134d81-c58c-44a6-9585-9298a9abe4f3,5a9ee13b-6fd1-4c6d-acb7-d97f95c8ae62,1,285.26,0.00,285.26,0.08
bf5dadb9-a6c5-4df5-9756-65138d01bd65,ab134d81-c58c-44a6-9585-9298a9abe4f3,cde45a4a-4fd0-4525-a357-58ea44c17b0d,4,120.83,0.00,483.32,0.08
8dc5fd75-1dd1-444c-af09-aafb4d8935d1,8ecd2111-274d-43d9-ae4f-e69126917c70,5a2e10d8-8631-42be-9598-ac804892ff1f,1,568.39,0.00,568.39,0.07
3a582eba-8d45-43c9-9463-289918c1d59d,8ecd2111-274d-43d9-ae4f-e69126917c70,fac34ba5-b190-454a-b6b2-78d9e2f53841,1,302.38,30.24,272.14,0.05
1e08c19d-ff07-40b2-8745-e9d51d935107,e0ea5937-795e-4453-b3c9-c9126dd1d160,f1ff4827-655c-4de1-acce-0d84bc185f8e,3,55.74,0.00,167.22,0.08
f21a0d07-53bb-45fc-bc19-0cc02c9d24d3,e0ea5937-795e-4453-b3c9-c9126dd1d160,76a9e85d-ff07-4403-9728-6fc4129164e3,3,366.92,0.00,1100.76,0.07
edffb239-0ac0-4c37-830a-58a0a823e693,e0ea5937-795e-4453-b3c9-c9126dd1d160,e15fbe3c-2e4d-433f-967a-b8be1fbb7ca7,3,177.62,0.00,532.86,0.08
ae0e4aec-de46-47b0-943d-dd3b550eb8ed,e0ea5937-795e-4453-b3c9-c9126dd1d160,22a0a5eb-46d4-4e9f-a44f-62fa2517ee7e,4,11.82,0.00,47.28,0.07
872e5ce2-f380-46f4-b833-3df68acf748a,c92a27f3-cb91-4525-b2b6-5b0e635f99cc,3d703272-245c-4bdc-a424-069d304777b8,1,476.84,0.00,476.84,0.07
d13026be-fd25-4b30-84d3-a4e6b69d3a56,c92a27f3-cb91-4525-b2b6-5b0e635f99cc,cd3d5d78-3a65-4cf3-9c02-565e7e18c10d,1,123.83,0.00,123.83,0.08
e75122a8-7848-4541-888d-29cbc051b4aa,c92a27f3-cb91-4525-b2b6-5b0e635f99cc,5a2e10d8-8631-42be-9598-ac804892ff1f,4,568.39,0.00,2273.56,0.07
ce9d75b9-641e-4ab7-b269-8507ae541045,ca2103ef-057e-4e2f-b4ce-5536c2351df5,20b9ce13-d614-4444-ac56-29c7dee70f10,1,390.19,0.00,390.19,0.07
a5505b27-66d7-41a0-847f-611d61184b07,ca2103ef-057e-4e2f-b4ce-5536c2351df5,b2b24ff7-e81b-44e0-b2f6-85b77375e056,2,72.80,7.28,131.04,0.08
e20a0e3a-6ef6-4846-8807-37cdbe58a861,ca2103ef-057e-4e2f-b4ce-5536c2351df5,83baf6b6-205e-4deb-ac93-af14cea6dfc5,3,546.15,0.00,1638.45,0.07
4e500e2b-c733-40eb-9368-f199fc535aa6,b71a15e4-a7eb-4b1a-b900-d0b75bf8a37a,0414680e-9558-431d-9eb3-aa1b8a3acbe0,2,308.12,0.00,616.24,0.07
69bdc4b1-856f-4bd6-add0-476e81e24446,a009725c-e303-4494-ba33-0441dc5dc056,53d5cf74-6a66-4b02-b739-736a39f5d7fa,4,115.98,0.00,463.92,0.07
f21433eb-a039-490b-aebd-4ec45bf8d54e,a009725c-e303-4494-ba33-0441dc5dc056,235baed0-d600-4b66-a31f-7c40beb61316,3,466.51,0.00,1399.53,0.08
44ad3262-b4f9-4e6d-b800-c9958017361f,a009725c-e303-4494-ba33-0441dc5dc056,bc4a2f1b-5519-498e-98aa-d26e2a2f26c6,3,226.72,0.00,680.16,0.08
dd85bdd7-ba4d-41e1-86af-8f71655aca4f,a009725c-e303-4494-ba33-0441dc5dc056,44420d6e-2c8b-46b0-93f0-8a22a8818d3b,3,227.70,0.00,683.10,0.07
7435476c-c030-4809-9858-03c7b50629de,410cb19a-0925-47f6-aa4e-1e4403b1e0af,8e8e6698-196d-4fca-9edf-c0f4d27dc0cf,3,92.51,9.25,249.78,0.07
9e728441-ea8a-4d2f-9798-3792cc8b8173,410cb19a-0925-47f6-aa4e-1e4403b1e0af,dfa11a94-3599-4f14-8b55-08595aab904b,4,70.15,7.02,252.52,0.05
5d9a5ece-01dc-4e2a-8202-52f7b9370e69,410cb19a-0925-47f6-aa4e-1e4403b1e0af,4b1e5cfa-b3a5-4eab-b997-7d15c57845da,1,281.61,28.16,253.45,0.05
e9cecd65-4030-4e17-b5cb-c818f05817f0,05187f0a-1f5b-4a22-9ada-677abe091ac1,d8938860-0a89-44e8-a6c2-fba7349853fe,1,260.76,0.00,260.76,0.07
a115269d-6cc6-4f0c-b399-c20ba6cd283a,05187f0a-1f5b-4a22-9ada-677abe091ac1,6b051f08-e18b-449c-9db0-2164bda0b2f6,1,319.02,0.00,319.02,0.08
770c09c8-18f3-423b-832c-1be6fd11cce7,05187f0a-1f5b-4a22-9ada-677abe091ac1,d3b93921-ba9b-4dc4-9bfb-8bba95c48fa2,3,525.51,52.55,1418.88,0.08
f9c80841-7482-465e-aa3d-b1b6dce749db,05187f0a-1f5b-4a22-9ada-677abe091ac1,2b9757a6-dbe6-4cf6-a541-b6fd632ad268,1,491.94,0.00,491.94,0.08
87c9e523-d74a-4dfb-98d4-d695cda75e77,13208e8a-11e8-4412-bfab-f4c216b4b8ef,8d86b466-fd57-4808-bdb7-2646b891745d,2,175.29,0.00,350.58,0.05
ccf18316-ea77-4773-a311-0b9cc4c7e286,13208e8a-11e8-4412-bfab-f4c216b4b8ef,5a9ee13b-6fd1-4c6d-acb7-d97f95c8ae62,2,285.26,0.00,570.52,0.08
f4830065-c906-4712-bd97-b2f07841378a,13208e8a-11e8-4412-bfab-f4c216b4b8ef,d3b93921-ba9b-4dc4-9bfb-8bba95c48fa2,2,525.51,0.00,1051.02,0.05
fef78f31-4270-4053-9316-63a1e6bdca8f,13208e8a-11e8-4412-bfab-f4c216b4b8ef,f69cd9b3-b281-41c8-b330-132fd5c51931,1,335.72,33.57,302.15,0.07
37dde1e8-088c-4ac7-a0e1-5a4c935d60af,8116ad13-dab7-4656-9a3b-ad98b3bd8f81,23839188-3bd6-4a49-ac59-e1bad389fee2,2,268.27,0.00,536.54,0.08
c38b5bf9-5407-4c3c-9aab-a94b34b5c8e3,8116ad13-dab7-4656-9a3b-ad98b3bd8f81,cde45a4a-4fd0-4525-a357-58ea44c17b0d,2,120.83,12.08,217.50,0.07
31a6ae8d-f20a-41b5-ba4b-16cdd600f6c6,7aff2786-2c2f-43de-a205-afef26e542e2,a8dfdc85-9dd7-4364-a931-0c1a177bcdc2,1,341.87,34.19,307.68,0.05
16a45bd4-58ca-4b5a-8d4c-64e4c8383340,7aff2786-2c2f-43de-a205-afef26e542e2,62436d58-d482-4bd9-b89f-41e4ca056d9f,3,541.59,0.00,1624.77,0.08
019064d9-b650-4513-a060-bdfeab4cf0af,7aff2786-2c2f-43de-a205-afef26e542e2,6b051f08-e18b-449c-9db0-2164bda0b2f6,4,319.02,0.00,1276.08,0.07
39a4ebe1-e7d9-4393-bdf0-f14155f0dfc7,d970e33f-2dc6-4872-a7b9-628562584df4,4eb56b3a-1f0c-4d02-9bef-e3950f876b13,3,45.87,4.59,123.84,0.08
398b5b9f-4123-47ee-93b6-5a9fa6eccd32,d970e33f-2dc6-4872-a7b9-628562584df4,dcbbbbe9-36f9-4c7e-bb19-b61cf5a0a40d,3,214.60,0.00,643.80,0.07
